log	date	opponent	opponent_rank	player_1	player_2	winner_id	deck_name	game_start_time	game_end_time	game_duration_mins	match_id
Player_20210328.log	20210328	Alternator	Bronze	Enrico Suave#82067	Alternator#64393	Alternator#64393	Big Zend Warriors	2021-03-28 15:42:05.699402	2021-03-28 15:48:38.719216	6.55033021667	af5fd969-ddc9-4262-bfa1-8d13cc88ba30
Player_20210328.log	20210328	Sparky	Beginner	Enrico Suave#82067	Sparky	Sparky	zend gobs (small)	2021-03-28 15:50:45.298138	2021-03-28 15:56:03.008059	5.29516533333	59f9d416-ad2c-4918-8ef3-c2b5ec7b3bcf
Player_20210328.log	20210328	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	zend gobs (small)	2021-03-28 16:07:41.507803	2021-03-28 16:12:09.157756	4.46083255	fbfad93c-c105-41c6-91ce-f446fbe9574f
Player_20210328.log	20210328	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	small zend warriorss	2021-03-28 16:14:29.944088	2021-03-28 16:18:35.489019	4.09241551667	2b59e7cd-7a4a-4983-927f-99078a9d6f88
Player_20210328.log	20210328	PalladiumJames	Bronze	Enrico Suave#82067	PalladiumJames#18470	Enrico Suave#82067	small zend warriorss	2021-03-28 16:20:27.512495	2021-03-28 16:24:05.740020	3.63712541667	a5243fb9-f9bf-4a97-ad57-598cbc5f38e2
Player_20210328.log	20210328	Mikel	Bronze	Enrico Suave#82067	Mikel#36557	Mikel#36557	small zend warriorss	2021-03-28 16:30:17.924846	2021-03-28 16:35:17.985194	5.00100578333	ba033b84-5eae-47d8-ac68-2d3bb2cffaad
Player_20210329a.log	20210329	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-03-29 10:07:44.828897	2021-03-29 10:14:19.078690	6.57082986667	b94d0201-4a11-41ec-86b0-089a1a3e0da9
Player_20210329a.log	20210329	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-03-29 10:40:31.398542	2021-03-29 10:46:21.593058	5.83657526667	80ea2c69-8382-412e-ab83-bd2030f02fc4
Player_20210329a.log	20210329	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-03-29 11:27:06.035761	2021-03-29 11:31:46.003150	4.66612313333	ca7925b8-2eba-431d-b366-affa1f8e5e0c
Player_20210329b.log	20210329	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-03-29 17:22:29.799851	2021-03-29 17:27:40.471079	5.1778538	4547598f-78ca-495a-a30f-81c05e75ff37
Player_20210329b.log	20210329	Blightsteel	Gold	Blightsteel#04247	Enrico Suave#82067	Enrico Suave#82067	Company of Knights	2021-03-29 17:29:19.816989	2021-03-29 17:33:21.904476	4.03479145	b8814aa0-f819-4655-8236-bc3a771d6c9b
Player_20210329b.log	20210329	tragic2019	Gold	Enrico Suave#82067	tragic2019#08274	tragic2019#08274	Company of Knights	2021-03-29 17:34:19.931169	2021-03-29 17:46:07.621144	11.7948329167	dbc136da-9cff-4190-9009-fee34ae133a7
Player_20210329b.log	20210329	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Zend Warriors (large)	2021-03-29 17:48:15.356721	2021-03-29 17:52:34.635549	4.3213138	02cc5083-4588-4b6a-8d02-0a89af9d4ca8
Player_20210329b.log	20210329	Emify07	Silver	Enrico Suave#82067	Emify07#82402	Enrico Suave#82067	Zend Warriors (large)	2021-03-29 18:06:31.450039	2021-03-29 18:09:50.664576	3.32024226667	6f8f1fde-1d9b-4641-971b-4878b3197b40
Player_20210329b.log	20210329	pawny	Diamond	Enrico Suave#82067	pawny#73806	pawny#73806	Zend Warriors (large)	2021-03-29 18:11:21.754647	2021-03-29 18:19:22.628508	8.01456433333	de03837e-2f22-4fad-acda-8d26c5a0d057
Player_20210329b.log	20210329	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Zend Warriors (small)	2021-03-29 18:21:08.246199	2021-03-29 18:23:44.888970	2.61071285	bcc2dc6e-28f8-448a-8407-999f35ffa06f
Player_20210329b.log	20210329	Paulo Vale	Bronze	Enrico Suave#82067	Paulo Vale#59893	Enrico Suave#82067	Zend Warriors (small)	2021-03-29 18:25:02.475399	2021-03-29 18:33:39.177553	8.61170256667	65346c2b-8673-4178-9e03-18770d1c4d25
Player_20210329b.log	20210329	Bbkush	Diamond	Enrico Suave#82067	Bbkush#67651	Bbkush#67651	Zend Warriors (small)	2021-03-29 18:35:02.823687	2021-03-29 18:42:33.171552	7.50579775	ee535cfa-dd8e-41e5-baf6-aef38517de30
Player_20210330.log	20210330	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-03-30 11:01:08.662780	2021-03-30 11:05:46.504561	4.63069633333	56b8386d-9746-454d-8b71-2bef4dd1e667
Player_20210330.log	20210330	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-03-30 11:35:57.246158	2021-03-30 11:38:43.450948	2.77007981667	282ac7e4-249c-4d9d-8719-b15398fdbc70
Player_20210330.log	20210330	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-03-30 12:13:41.807640	2021-03-30 12:18:27.531034	4.76205655	f9cf1a16-01bd-48f0-a748-eecef7824581
Player_20210330.log	20210330	Sylustucrus	Bronze	Enrico Suave#82067	Sylustucrus#55594	Sylustucrus#55594	Company of Knights	2021-03-30 12:33:57.551543	2021-03-30 12:39:39.503893	5.69920583333	1fdd2609-c5c2-49f6-8619-ffe58c2e0e90
Player_20210330.log	20210330	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Zend Warriors (large)	2021-03-30 12:41:25.779889	2021-03-30 12:47:16.563325	5.8463906	44672706-dd81-406f-9234-ca6fac161ceb
Player_20210330.log	20210330	Blaze420	Bronze	Enrico Suave#82067	Blaze420#56805	Enrico Suave#82067	Zend Warriors (large)	2021-03-30 13:42:00.603396	2021-03-30 13:48:38.489597	6.63143668333	2c1ab579-b220-49fe-b189-6f65a5f60bd0
Player_20210330.log	20210330	Goldenboy	Bronze	Enrico Suave#82067	Goldenboy#55091	Goldenboy#55091	Zend Warriors (large)	2021-03-30 13:49:31.001701	2021-03-30 14:00:24.563379	10.8926946167	6ad80baa-6d9e-4925-83a9-1ef61bce580c
Player_20210331.log	20210331	Sparky	Beginner	Enrico Suave#82067	Sparky	Sparky	Goblins Everywhere!	2021-03-31 11:42:57.643617	2021-03-31 11:47:58.126720	5.0080517	67d1850e-5f21-4d81-94fc-825985afaaf2
Player_20210331.log	20210331	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Big Zend Warriors	2021-03-31 11:48:50.576901	2021-03-31 11:55:38.803217	6.80377193333	abefbe88-e2d5-4d8b-a1de-fae3320b1bf8
Player_20210331.log	20210331	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Big Zend Warriors	2021-03-31 12:16:20.283376	2021-03-31 12:25:02.243914	8.6993423	1f5090fc-cee4-4e4d-abd4-7fd097832bb8
Player_20210331.log	20210331	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Big Zend Warriors	2021-03-31 13:30:59.051093	2021-03-31 13:35:47.743977	4.81154805	41fdcddf-ff35-4d42-bf8c-e2f1efab1416
Player_20210331.log	20210331	Mearespecial	Bronze	Mearespecial#32988	Enrico Suave#82067	Enrico Suave#82067	Big Zend Warriors	2021-03-31 13:50:51.083045	2021-03-31 13:53:49.398061	2.97191693333	4346f86b-b910-4d02-8def-89379afa1836
Player_20210331.log	20210331	puzzislayr	Silver	puzzislayr#44084	Enrico Suave#82067	Enrico Suave#82067	Big Zend Warriors	2021-03-31 13:54:31.180140	2021-03-31 14:04:34.790094	10.0601659	62b385fb-86db-4496-b820-f7e413bbde74
Player_20210331.log	20210331	Lyrocide	Silver	Lyrocide#61161	Enrico Suave#82067	Lyrocide#61161	Big Zend Warriors	2021-03-31 14:12:11.885883	2021-03-31 14:19:00.228512	6.80571048333	ee0bb808-5752-4dfb-b93f-38c632f0670b
Player_20210401.log	20210401	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Life Skills	2021-04-01 13:16:50.256238	2021-04-01 13:24:03.676065	7.22366378333	8905d4bc-6b5a-4f40-9fe4-5bdbfd2f68b6
Player_20210401.log	20210401	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Life Skills	2021-04-01 13:53:13.747718	2021-04-01 14:00:49.822088	7.60123948333	68a49039-3f35-4e99-b62c-81e295a4e8a5
Player_20210401.log	20210401	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Life Skills	2021-04-01 14:18:01.447564	2021-04-01 14:25:00.108303	6.97767898333	2b9c527e-91ac-4428-b866-df650c852f7a
Player_20210401.log	20210401	Rezo	Platinum	Enrico Suave#82067	Rezo#17640	Enrico Suave#82067	Life Skills	2021-04-01 14:40:51.013222	2021-04-01 14:50:37.739699	9.77877461667	ad850da5-d262-479d-86be-f1533edd1589
Player_20210401.log	20210401	ruiqi	Bronze	ruiqi#67844	Enrico Suave#82067	ruiqi#67844	Life Skills	2021-04-01 15:14:52.395016	2021-04-01 15:21:51.421525	6.98377513333	be531b8b-5996-49e3-af7f-a52d4b0ecf10
Player_20210401.log	20210401	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Vamps Zend (large)	2021-04-01 15:22:33.619741	2021-04-01 15:26:02.688069	3.48447211667	41c467c0-9728-4b24-b763-e9babb0c494d
Player_20210401.log	20210401	millerryan94	Bronze	millerryan94#60812	Enrico Suave#82067	millerryan94#60812	Vamps Zend (large)	2021-04-01 15:44:53.841390	2021-04-01 16:00:53.927142	16.0014292	9d685d1a-94de-4d8a-b084-13b901867fee
Player_20210402a.log	20210402	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Keep the Peace	2021-04-02 12:29:45.701664	2021-04-02 12:34:00.957273	4.25426015	f11d6e20-4fc6-4db6-83b5-a6edcf231d42
Player_20210402a.log	20210402	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Keep the Peace	2021-04-02 13:17:48.801941	2021-04-02 13:22:11.914205	4.38520438333	c273a129-8db4-440b-a05f-fbd4a2f01717
Player_20210402a.log	20210402	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Keep the Peace	2021-04-02 14:09:04.101756	2021-04-02 14:14:40.357142	5.60425641667	e7c280a0-aa59-4d29-91f6-1f9ec2ae6bd6
Player_20210402b.log	20210402	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Keep the Peace	2021-04-02 16:47:47.377767	2021-04-02 16:55:10.362787	7.38308365	0ace9d93-db41-434f-bc3b-bfd14e92382b
Player_20210402b.log	20210402	Digaewe	Bronze	Digaewe#22519	Enrico Suave#82067	Digaewe#22519	Keep the Peace	2021-04-02 16:57:45.401191	2021-04-02 17:03:51.335380	6.09890315	78b1a457-8057-4382-af98-6851c1d4d9ee
Player_20210402b.log	20210402	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	zend large	2021-04-02 17:04:44.074750	2021-04-02 17:11:15.200300	6.51875916667	fcbbea6c-d807-4381-aa9e-75839b218f2b
Player_20210402b.log	20210402	Cellardoor	Bronze	Enrico Suave#82067	Cellardoor#63101	Cellardoor#63101	zend large	2021-04-02 17:13:45.995890	2021-04-02 17:16:34.689031	2.81155235	35ec8247-9d87-4588-93b3-2c5522c8224f
Player_20210402b.log	20210402	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	zend large	2021-04-02 17:22:58.614668	2021-04-02 17:29:07.026035	6.14018943333	c2fd5056-fad7-4818-99e2-2c62e9a32e45
Player_20210402b.log	20210402	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	zend small	2021-04-02 17:31:35.269004	2021-04-02 17:35:49.642334	4.2395555	e4cfae07-ce82-4506-8f5a-bcf50ee40ec3
Player_20210402b.log	20210402	Teratonni	Bronze	Enrico Suave#82067	Teratonni#81238	Enrico Suave#82067	zend small	2021-04-02 17:36:56.933836	2021-04-02 17:42:04.096899	5.11938438333	0a4eed7a-2228-4cf4-a395-5be02e4ab055
Player_20210402b.log	20210402	juri	Bronze	juri#09781	Enrico Suave#82067	Enrico Suave#82067	zend small	2021-04-02 17:43:17.311593	2021-04-02 17:46:49.972450	3.5443476	39424161-8df2-4a8e-9fef-ecfe05d25123
Player_20210402b.log	20210402	Lucifer04289	Bronze	Enrico Suave#82067	Lucifer04289#06858	Enrico Suave#82067	zend small	2021-04-02 17:47:47.543875	2021-04-02 17:48:44.170361	0.94377475	0600535b-3bd2-4451-8df7-920451980c61
Player_20210403.log	20210403	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-04-03 12:01:52.756478	2021-04-03 12:05:52.999210	4.00404553333	8348d952-4c31-40e8-8978-808ae0edb0e5
Player_20210403.log	20210403	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-04-03 12:38:04.824836	2021-04-03 12:40:20.267013	2.25736961667	a3319763-7449-4fc6-8002-b27fbc0b92e2
Player_20210403.log	20210403	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-04-03 13:07:26.436243	2021-04-03 13:14:13.273111	6.78061445	cf321e27-b37a-431f-8991-ff265b1f3c6b
Player_20210403.log	20210403	Ender	Bronze	Enrico Suave#82067	Ender#41808	Enrico Suave#82067	Company of Knights	2021-04-03 13:44:45.031770	2021-04-03 13:51:55.901925	7.18116923333	94de1acf-909b-4c71-877f-03c467c87ad1
Player_20210403.log	20210403	SineHonore	Gold	SineHonore#67196	Enrico Suave#82067	Enrico Suave#82067	Company of Knights	2021-04-03 14:04:16.009918	2021-04-03 14:09:03.880088	4.79783616667	ad9f914a-f4cc-4681-b759-6ea6f067afde
Player_20210403.log	20210403	Biohazard	Bronze	Biohazard#13310	Enrico Suave#82067	Enrico Suave#82067	Company of Knights	2021-04-03 14:12:56.470695	2021-04-03 14:14:57.191665	2.01201616667	f2438066-828d-4752-86da-320d8065bc37
Player_20210403.log	20210403	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Company of Knights	2021-04-03 14:51:10.267339	2021-04-03 14:57:36.613496	6.43910261667	3eff3c11-4978-4e35-99ed-5c725da00560
Player_20210403.log	20210403	helipotter	Platinum	Enrico Suave#82067	helipotter#78359	helipotter#78359	Company of Knights	2021-04-03 15:08:18.974492	2021-04-03 15:17:10.515482	8.8590165	8a73478d-fe91-47c6-b3a0-5a4728e2b9a8
Player_20210403.log	20210403	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Zend Warriors (large)	2021-04-03 15:19:02.992930	2021-04-03 15:24:54.718552	5.8620937	d83ef64c-e571-477a-afa0-fb3beb838f4d
Player_20210403.log	20210403	dchrist	Silver	dchrist#08834	Enrico Suave#82067	dchrist#08834	Zend Warriors (large)	2021-04-03 15:33:01.271376	2021-04-03 15:49:39.159957	16.6314763333	6157552c-89f0-419d-b297-08818cdc1809
Player_20210403.log	20210403	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Zend Warriors (small)	2021-04-03 15:50:35.277550	2021-04-03 15:57:34.500204	6.98704421667	2b73fcc0-ffaa-4b57-9b2f-59e909bba0c4
Player_20210403.log	20210403	Alucard de la Vega	Bronze	Alucard de la Vega#85904	Enrico Suave#82067	Enrico Suave#82067	Zend Warriors (small)	2021-04-03 16:19:31.896213	2021-04-03 16:26:48.862350	7.28276895	9f6d318f-39bf-490a-8314-91f0832cc524
Player_20210404.log	20210404	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Life Skills	2021-04-04 11:22:13.056043	2021-04-04 11:30:19.928812	8.11454615	633b6018-06d3-4f3a-a658-d1ea54cd7454
Player_20210404.log	20210404	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Life Skills	2021-04-04 11:40:47.663581	2021-04-04 11:48:07.409644	7.32910103333	f702e837-24ce-4622-b9cb-628766e29ecd
Player_20210404.log	20210404	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Life Skills	2021-04-04 12:06:09.829982	2021-04-04 12:10:22.373728	4.20906241667	cc765477-7bd9-4fc0-9bbc-1919b5fe0c06
Player_20210404.log	20210404	Satharin	Platinum	Satharin#78968	Enrico Suave#82067	Satharin#78968	Life Skills	2021-04-04 12:45:39.768582	2021-04-04 12:51:57.240944	6.29120603333	f919fcc6-33fd-4c77-bc99-389b9cc7b5b3
Player_20210404.log	20210404	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Vamps Zend (large)	2021-04-04 12:52:48.321964	2021-04-04 12:56:26.247417	3.63209088333	16b11b47-c635-404c-b46d-8dae32cadab9
Player_20210404.log	20210404	dogface	Bronze	dogface#99236	Enrico Suave#82067	dogface#99236	Vamps Zend (large)	2021-04-04 13:09:10.859507	2021-04-04 13:13:40.097643	4.48730226667	7b943737-07a4-4286-a29a-9b8c7d073ea3
Player_20210404.log	20210404	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Vamps Zend (large)	2021-04-04 13:16:52.728519	2021-04-04 13:23:19.811404	6.45138141667	22a10d06-c087-4efd-9e88-e34cbcb98318
Player_20210404.log	20210404	poeharper	Bronze	Enrico Suave#82067	poeharper#38511	Enrico Suave#82067	Vamps Zend (large)	2021-04-04 13:24:01.426461	2021-04-04 13:28:45.790607	4.73940243333	370d931c-2611-4031-9b1e-4d7e52455870
Player_20210404.log	20210404	Burfie, das Urvieh	Bronze	Burfie, das Urvieh#07374	Enrico Suave#82067	Enrico Suave#82067	Vamps Zend (large)	2021-04-04 13:35:51.965697	2021-04-04 13:39:42.113271	3.8357929	d9b8b7f2-8400-4180-913d-ff86c4329694
Player_20210404.log	20210404	Popicarulez	Bronze	Enrico Suave#82067	Popicarulez#39290	Popicarulez#39290	Vamps Zend (large)	2021-04-04 13:53:13.000017	2021-04-04 14:03:08.748297	9.92913798333	080a724b-4d40-4e0c-92ad-b5e496d13df3
Player_20210404.log	20210404	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Vamps Zend (small)	2021-04-04 14:05:27.446422	2021-04-04 14:10:10.752618	4.72176993333	2dbbf193-f167-4a53-aee4-9657e1c259f7
Player_20210404.log	20210404	BLASS	Gold	BLASS#89027	Enrico Suave#82067	BLASS#89027	Vamps Zend (small)	2021-04-04 14:20:13.654091	2021-04-04 14:27:06.486807	6.88054525	f654b1a7-7c91-4ab6-9ec3-59dcdd86835b
Player_20210404.log	20210404	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Vamps Zend (small)	2021-04-04 14:29:40.307259	2021-04-04 14:35:32.917900	5.876844	edc2fbf5-bd26-4a27-8d25-7540c5b2b1ee
Player_20210404.log	20210404	JanpersonJP	Bronze	Enrico Suave#82067	JanpersonJP#49932	Enrico Suave#82067	Vamps Zend (small)	2021-04-04 14:45:04.533490	2021-04-04 14:46:03.077010	0.975725333333	6abc1f39-217e-4623-8f3e-acfc47c8dc9e
Player_20210405a.log	20210405	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Goblins Everywhere!	2021-04-05 11:22:35.819674	2021-04-05 11:29:59.479533	7.39433098333	897cd108-d21a-4fff-81fa-dac2a28d9bb2
Player_20210405a.log	20210405	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Goblins Everywhere!	2021-04-05 11:57:10.133315	2021-04-05 12:00:36.942940	3.44682706667	5f4b6f93-b18e-4c73-b59a-dc8c18b386ae
Player_20210405a.log	20210405	Sparky	Beginner	Enrico Suave#82067	Sparky	Sparky	Goblins Everywhere!	2021-04-05 13:05:28.641817	2021-04-05 13:12:06.905692	6.63773125	005397f3-7f8a-4f50-9286-86f28735ea4b
Player_20210405a.log	20210405	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Big Zend Warriors	2021-04-05 13:13:16.364335	2021-04-05 13:17:18.435924	4.03452648333	c0c4e0c7-0810-44f8-9d94-23e2ec2e0504
Player_20210405b.log	20210405	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Big Zend Warriors	2021-04-05 15:50:43.617259	2021-04-05 15:55:24.064451	4.67411986667	0ad0ddd5-aa27-45e5-869a-7f7a6da80845
Player_20210405b.log	20210405	Phantomdriver	Bronze	Enrico Suave#82067	Phantomdriver#71079	Enrico Suave#82067	Big Zend Warriors	2021-04-05 16:06:45.801263	2021-04-05 16:13:54.507994	7.14511216667	7b700350-1961-4789-9069-03929950fbf2
Player_20210405b.log	20210405	Verarticus	Bronze	Enrico Suave#82067	Verarticus#89172	Enrico Suave#82067	Big Zend Warriors	2021-04-05 16:32:36.943053	2021-04-05 16:33:27.370636	0.840459716667	08b097b7-579b-42bb-8a72-48eb831b5c04
Player_20210405b.log	20210405	mikey	Silver	mikey#71624	Enrico Suave#82067	Enrico Suave#82067	Big Zend Warriors	2021-04-05 16:36:27.108468	2021-04-05 16:42:46.445271	6.32228003333	38bd4ebb-a70f-4775-9f9d-d243b37328a4
Player_20210405b.log	20210405	Kerala Dust	Bronze	Kerala Dust#92965	Enrico Suave#82067	Enrico Suave#82067	Big Zend Warriors	2021-04-05 16:54:48.037341	2021-04-05 16:57:34.475132	2.77396318333	dae12f18-4aaa-44ae-b184-a2953d9631a8
Player_20210405b.log	20210405	Andi Rasanti	Silver	Enrico Suave#82067	Andi Rasanti#47779	Enrico Suave#82067	Big Zend Warriors	2021-04-05 17:07:08.711093	2021-04-05 17:07:32.009764	0.388311166667	d3ea8fea-02bc-4f81-b0c6-6d6d8bd77bb2
Player_20210405b.log	20210405	Big Easy	Platinum	Enrico Suave#82067	Big Easy#49581	Big Easy#49581	Big Zend Warriors	2021-04-05 17:08:29.178933	2021-04-05 17:14:26.196420	5.95029143333	809e6ef1-6201-4f03-9a04-a740bb819509
Player_20210406.log	20210406	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-06 12:17:26.825666	2021-04-06 12:23:56.325063	6.49165661667	af15d701-2c59-4ff2-8272-670da6f0d80e
Player_20210406.log	20210406	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-06 13:04:07.240408	2021-04-06 13:17:11.772687	13.0755379833	780480ad-c6a6-492d-ab9b-19df25327f38
Player_20210406.log	20210406	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-06 13:47:58.805309	2021-04-06 13:54:09.662033	6.1809454	407296d8-0013-425d-bc99-268b135b98bc
Player_20210406.log	20210406	Kirito_scarlet	Bronze	Enrico Suave#82067	Kirito_scarlet#79169	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-06 14:14:58.954633	2021-04-06 14:25:18.571792	10.32695265	4042c72a-7875-4b6f-962f-1c8f2316d3b1
Player_20210406.log	20210406	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-06 14:48:49.437957	2021-04-06 14:53:07.955500	4.3086257	99e53329-ef34-4767-911d-6538a8849fbd
Player_20210406.log	20210406	Tsuki	Bronze	Enrico Suave#82067	Tsuki#57476	Tsuki#57476	Starter Kit Deck: Black	2021-04-06 15:03:21.090697	2021-04-06 15:14:13.473498	10.8730466833	7b5ffcd8-bbd4-4113-b09e-e230ca96e0f2
Player_20210406.log	20210406	Sparky	Beginner	Enrico Suave#82067	Sparky	Sparky	Cold-Blooded Killers	2021-04-06 15:15:10.372723	2021-04-06 15:19:37.509823	4.45228498333	4ccccfcc-c0f7-4729-85d9-8a2c2fd2f73b
Player_20210406.log	20210406	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Big Zend Vampires	2021-04-06 15:20:23.093760	2021-04-06 15:23:00.644579	2.62584696667	7c7fbcd5-818e-4b4e-8bc4-60188cf99eb2
Player_20210406.log	20210406	kilocrack	Silver	Enrico Suave#82067	kilocrack#99743	Enrico Suave#82067	Big Zend Vampires	2021-04-06 15:30:02.254124	2021-04-06 15:35:23.998860	5.36241226667	d825a64e-3333-491a-8114-0f1c7dae40cd
Player_20210406.log	20210406	symphily	Platinum	Enrico Suave#82067	symphily#26507	symphily#26507	Big Zend Vampires	2021-04-06 15:45:13.044368	2021-04-06 15:50:13.934677	5.01483846667	d7064163-6e98-43c8-9c97-da7762c73a06
Player_20210406.log	20210406	Sparky	Beginner	Enrico Suave#82067	Sparky	Sparky	Zend Demonic Small	2021-04-06 15:51:00.910644	2021-04-06 15:55:15.643789	4.2455524	fc40c2eb-6d65-4eb2-862d-bf545adeea7e
Player_20210406.log	20210406	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Big Zend Vampires	2021-04-06 15:57:45.191713	2021-04-06 16:05:23.172097	7.6330064	a60edd03-0f19-44c2-9578-3514bc2bd232
Player_20210406.log	20210406	Guile Fox	Platinum	Guile Fox#01054	Enrico Suave#82067	Enrico Suave#82067	Big Zend Vampires	2021-04-06 16:16:44.298123	2021-04-06 16:25:01.313391	8.28358778333	c1c28495-290b-46c7-9ff9-8daa12cf1a7b
Player_20210407a.log	20210407	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-07 10:23:06.471813	2021-04-07 10:29:30.010138	6.3923054	e1735a31-5b03-4190-a5ad-d01e3bc00e5e
Player_20210407a.log	20210407	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-07 11:06:10.061245	2021-04-07 11:12:16.263165	6.10336531667	fb460329-6da3-44d4-bb70-7732f65ddab2
Player_20210407a.log	20210407	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-07 11:54:15.074151	2021-04-07 12:00:20.328617	6.08757443333	7b70efa8-874c-4553-a70b-a1ba894dbb89
Player_20210407b.log	20210407	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-07 19:22:52.763916	2021-04-07 19:28:46.515287	5.89585616667	48db8bd3-ba8a-4ce3-86df-10373121866f
Player_20210407b.log	20210407	Kentucky2104	Silver	Enrico Suave#82067	Kentucky2104#22386	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-07 19:30:22.476147	2021-04-07 19:40:19.118615	9.94404111667	9f0a9d1e-39f4-4ff2-bcda-64d5a4fa63e0
Player_20210407b.log	20210407	KraiveN	Gold	KraiveN#20202	Enrico Suave#82067	Enrico Suave#82067	Starter Kit Deck: Black	2021-04-07 19:41:53.149548	2021-04-07 19:54:24.293570	12.5190670333	b75645dd-3989-49d6-87ad-a8305dd0a06e
Player_20210407b.log	20210407	killabeez	Bronze	Enrico Suave#82067	killabeez#69025	killabeez#69025	Starter Kit Deck: Black	2021-04-07 19:55:23.884592	2021-04-07 20:04:56.961219	9.55127711667	cff6b668-9734-44af-b127-69c61a63ad94
Player_20210408.log	20210408	Sparky	Beginner	Enrico Suave#82067	Sparky	Enrico Suave#82067	Life Skills	2021-04-08 12:52:59.212615	2021-04-08 13:01:18.751078	8.32564105	2ea984d0-c9b4-48ba-93bc-3f797f1324dd
